"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00025331","PALMER AIRPORT, AK US","2003-05-23","0.04",",,0,2400",,,"62",",,0","46",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-05-24","0.01",",,0,2400",,,"62",",,0","39",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-05-25","0.00","T,,0,2400",,,"64",",,0","47",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-05-26","0.03",",,0,2400",,,"62",",,0","45",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-05-27","0.00",",,0,2400",,,"60",",,0","45",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-05-28","0.00",",,0,2400",,,"65",",,0","36",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-05-29","0.00",",,0,2400",,,"68",",,0","43",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-05-30","0.02",",,0,2400",,,"62",",,0","44",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-05-31","0.01",",,0,2400",,,"61",",,0","44",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-01","0.00","T,,0,2400",,,"59",",,0","43",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-02","0.00","T,,0,2400",,,"60",",,0","39",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-03","0.00",",,0,2400",,,"64",",,0","43",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-04","0.00","T,,0,2400",,,"69",",,0","42",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-05","0.00",",,0,2400",,,"63",",,0","49",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-06","0.00","T,,0,2400",,,"61",",,0","47",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-07","0.00",",,0,2400",,,"62",",,0","44",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-08","0.00",",,0,2400",,,"58",",,0","40",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-09","0.01",",,0,2400",,,"67",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-10","0.02",",,0,2400",,,"66",",,0","52",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-11","0.00",",,0,2400",,,"70",",,0","47",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-12","0.00",",,0,2400",,,"72",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-13","0.00",",,0,2400",,,"74",",,0","50",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-14","0.25",",,0,2400",,,"61",",,0","51",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-15","0.01",",,0,2400",,,"63",",,0","49",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-16","0.00",",,0,2400",,,"66",",,0","47",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-17","0.06",",,0,2400",,,"68",",,0","45",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-18","0.00","T,,0,2400",,,"64",",,0","49",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-19","0.00","T,,0,2400",,,"60",",,0","51",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-20","0.04",",,0,2400",,,"59",",,0","51",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-21","0.00","T,,0,2400",,,"61",",,0","49",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-22","0.02",",,0,2400",,,"66",",,0","49",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-23","0.01",",,0,2400",,,"65",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-24","0.00",",,0,2400",,,"64",",,0","50",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-25","0.00",",,0,2400",,,"59",",,0","50",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-26","0.00",",,0,2400",,,"60",",,0","45",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-27","0.03",",,0,2400",,,"65",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-28","0.00",",,0,2400",,,"68",",,0","46",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-29","0.00",",,0,2400",,,"73",",,0","47",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-06-30","0.00",",,0,2400",,,"76",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-01","0.02",",,0,2400",,,"63",",,0","49",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-02","0.73",",,0,2400",,,"62",",,0","51",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-03","0.16",",,0,2400",,,"63",",,0","50",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-04","0.00",",,0,2400",,,"72",",,0","46",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-05","0.00","T,,0,2400",,,"71",",,0","50",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-06","0.00","T,,0,2400",,,"69",",,0","54",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-07","0.00","T,,0,2400",,,"74",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-08","0.00",",,0,2400",,,"84",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-09","0.00",",,0,2400",,,"79",",,0","53",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-10","0.01",",,0,2400",,,"69",",,0","53",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-11","0.04",",,0,2400",,,"72",",,0","53",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-12","0.00",",,0,2400",,,"78",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-13","0.00",",,0,2400",,,"79",",,0","51",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-14","0.00",",,0,2400",,,"80",",,0","52",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-15","0.00",",,0,2400",,,"75",",,0","54",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-16","0.02",",,0,2400",,,"67",",,0","55",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-17","0.03",",,0,2400",,,"68",",,0","53",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-18","0.00",",,0,2400",,,"72",",,0","47",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-19","0.00",",,0,2400",,,"79",",,0","49",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-20","0.06",",,0,2400",,,"77",",,0","52",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-21","0.19",",,0,2400",,,"59",",,0","52",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-22","0.08",",,0,2400",,,"63",",,0","50",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-23","0.00","T,,0,2400",,,"72",",,0","53",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-24","0.03",",,0,2400",,,"66",",,0","53",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-25","0.00","T,,0,2400",,,"64",",,0","52",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-26","0.00","T,,0,2400",,,"62",",,0","52",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-27","0.17",",,0,2400",,,"60",",,0","51",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-28","0.03",",,0,2400",,,"63",",,0","50",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-29","0.01",",,0,2400",,,"65",",,0","47",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-30","0.04",",,0,2400",,,"61",",,0","51",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-07-31","0.23",",,0,2400",,,"68",",,0","50",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-01","0.00","T,,0,2400",,,"67",",,0","46",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-02","0.00",",,0,2400",,,"68",",,0","42",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-03","0.06",",,0,2400",,,"56",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-04","0.03",",,0,2400",,,"68",",,0","43",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-05","0.00",",,0,2400",,,"72",",,0","46",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-06","0.00",",,0,2400",,,"74",",,0","50",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-07","0.00",",,0,2400",,,"76",",,0","47",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-08","0.00",",,0,2400",,,"79",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-09","0.00",",,0,2400",,,"81",",,0","52",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-10","0.00",",,0,2400",,,"79",",,0","49",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-11","0.09",",,0,2400",,,"65",",,0","53",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-12","0.29",",,0,2400",,,"63",",,0","54",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-13","0.09",",,0,2400",,,"64",",,0","52",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-14","0.00","T,,0,2400",,,"60",",,0","52",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-15","0.10",",,0,2400",,,"66",",,0","53",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-16","0.11",",,0,2400",,,"61",",,0","52",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-17","0.08",",,0,2400",,,"59",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-18","0.05",",,0,2400",,,"62",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-19","0.00",",,0,2400",,,"63",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-20","0.16",",,0,2400",,,"61",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-21","0.34",",,0,2400",,,"63",",,0","40",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-22","0.00",",,0,2400",,,"64",",,0","43",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-23","0.00","T,,0,2400",,,"67",",,0","44",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-24","0.13",",,0,2400",,,"61",",,0","49",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-25","0.07",",,0,2400",,,"57",",,0","51",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-26","0.02",",,0,2400",,,"58",",,0","50",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-27","0.00",",,0,2400",,,"59",",,0","49",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-28","0.00",",,0,2400",,,"61",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-29","0.00","T,,0,2400",,,"63",",,0","45",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-30","0.22",",,0,2400",,,"59",",,0","47",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-08-31","0.14",",,0,2400",,,"56",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-01","0.00",",,0,2400",,,"63",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-02","0.06",",,0,2400",,,"61",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-03","0.05",",,0,2400",,,"58",",,0","48",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-04","0.00","T,,0,2400",,,"59",",,0","47",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-05","0.00",",,0,2400",,,"60",",,0","43",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-06","0.00",",,0,2400",,,"62",",,0","41",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-07","0.00","T,,0,2400",,,"62",",,0","38",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-08","0.00","T,,0,2400",,,"62",",,0","43",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-09","0.00",",,0,2400",,,"59",",,0","42",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-10","0.00",",,0,2400",,,"63",",,0","38",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-11","0.00",",,0,2400",,,"66",",,0","41",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-12","0.18",",,0,2400",,,"64",",,0","40",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-13","0.31",",,0,2400",,,"60",",,0","46",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-14","0.00",",,0,2400",,,"54",",,0","43",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-15","0.00",",,0,2400",,,"55",",,0","33",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-16","0.00",",,0,2400",,,"56",",,0","30",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-17","0.00",",,0,2400",,,"56",",,0","33",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-18","0.00",",,0,2400",,,"51",",,0","35",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-19","0.00",",,0,2400",,,"53",",,0","29",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-20","0.00","T,,0,2400",,,"44",",,0","32",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-21","0.04",",,0,2400",,,"46",",,0","34",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-22","0.00",",,0,2400",,,"48",",,0","34",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-23","0.00",",,0,2400",,,"50",",,0","35",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-24","0.05",",,0,2400",,,"47",",,0","36",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-25","0.30",",,0,2400",,,"43",",,0","35",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-26","0.00",",,0,2400",,,"58",",,0","39",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-27","0.00",",,0,2400",,,"57",",,0","32",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-28","0.03",",,0,2400",,,"66",",,0","41",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-29","0.08",",,0,2400",,,"67",",,0","49",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-09-30","0.00","T,,0,2400",,,"66",",,0","58",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-01","0.00",",,0,2400",,,"67",",,0","55",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-02","0.00","T,,0,2400",,,"65",",,0","51",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-03","0.98",",,0,2400",,,"52",",,0","46",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-04","0.01",",,0,2400",,,"54",",,0","40",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-05","0.00",",,0,2400",,,"54",",,0","45",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-06","0.00",",,0,2400",,,"55",",,0","43",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-07","0.00","T,,0,2400",,,"51",",,0","40",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-08","0.00","T,,0,2400",,,"49",",,0","36",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-09","0.13",",,0,2400",,,"53",",,0","38",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-10","0.00",",,0,2400",,,"47",",,0","35",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-11","0.00",",,0,2400",,,"46",",,0","30",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-12","0.00",",,0,2400",,,"45",",,0","28",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-13","0.00",",,0,2400",,,"49",",,0","32",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-14","0.00",",,0,2400",,,"49",",,0","38",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-15","0.00",",,0,2400",,,"52",",,0","27",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-16","0.00",",,0,2400",,,"42",",,0","21",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-17","0.00",",,0,2400",,,"47",",,0","24",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-18","0.00",",,0,2400",,,"39",",,0","27",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-19","0.05",",,0,2400",,,"40",",,0","31",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-20","0.00",",,0,2400",,,"36",",,0","24",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-21","0.00",",,0,2400",,,"36",",,0","22",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-22","0.00",",,0,2400",,,"41",",,0","23",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-23","0.07",",,0,2400",,,"48",",,0","26",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-24","0.05",",,0,2400",,,"48",",,0","35",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-25","0.09",",,0,2400",,,"47",",,0","35",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-26","0.14",",,0,2400",,,"49",",,0","36",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-27","0.00",",,0,2400",,,"43",",,0","31",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-28","0.02",",,0,2400",,,"38",",,0","26",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-29","0.00",",,0,2400",,,"33",",,0","21",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-30","0.00",",,0,2400",,,"41",",,0","27",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-10-31","0.00",",,0,2400",,,"38",",,0","26",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-01","0.21",",,0,2400",,,"33",",,0","21",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-02","0.06",",,0,2400",,,"37",",,0","33",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-03","0.00",",,0,2400",,,"37",",,0","32",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-04","0.00",",,0,2400",,,"37",",,0","27",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-05","0.00",",,0,2400",,,"42",",,0","31",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-06","0.03",",,0,2400",,,"42",",,0","36",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-07","0.02",",,0,2400",,,"39",",,0","35",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-08","0.24",",,0,2400",,,"48",",,0","35",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-09","0.00","T,,0,2400",,,"38",",,0","30",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-10","0.00","T,,0,2400",,,"33",",,0","25",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-11","0.00",",,0,2400",,,"35",",,0","20",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-12","0.00","T,,0,2400",,,"33",",,0","24",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-13","0.00","T,,0,2400",,,"25",",,0","12",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-14","0.00","T,,0,2400",,,"14",",,0","5",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-15","0.00",",,0,2400",,,"9",",,0","-6",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-16","0.00","T,,0,2400",,,"4",",,0","-9",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-17","0.00",",,0,2400",,,"13",",,0","-14",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-18","0.00",",,0,2400",,,"12",",,0","-4",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-19","0.00",",,0,2400",,,"13",",,0","-1",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-20","0.00","T,,0,2400",,,"20",",,0","1",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-21","0.00","T,,0,2400",,,"31",",,0","19",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-22","0.00","T,,0,2400",,,"29",",,0","19",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-23","0.00","T,,0,2400",,,"21",",,0","9",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-24","0.00","T,,0,2400",,,"20",",,0","14",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-25","0.00","T,,0,2400",,,"20",",,0","-3",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-26","0.00","T,,0,2400",,,"13",",,0","-12",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-27","0.00","T,,0,2400",,,"8",",,0","-11",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-28","0.00","T,,0,2400",,,"10",",,0","-3",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-29","0.00","T,,0,2400",,,"20",",,0","4",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-11-30","0.00","T,,0,2400",,,"19",",,0","11",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-01","0.00","T,,0,2400",,,"15",",,0","2",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-02","0.00","T,,0,2400",,,"2",",,0","-11",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-03","0.00","T,,0,2400",,,"28",",,0","-11",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-04","0.00",",,0,2400",,,"30",",,0","13",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-05","0.00",",,0,2400",,,"23",",,0","2",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-06","0.00",",,0,2400",,,"6",",,0","-4",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-07","0.00",",,0,2400",,,"20",",,0","4",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-08","0.00","T,,0,2400",,,"37",",,0","18",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-09","0.41",",,0,2400",,,"41",",,0","30",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-10","0.00","T,,0,2400",,,"38",",,0","28",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-11","0.00",",,0,2400",,,"37",",,0","28",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-12","0.00",",,0,2400",,,"33",",,0","16",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-13","0.00","T,,0,2400",,,"28",",,0","15",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-14","0.00","T,,0,2400",,,"28",",,0","14",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-15","0.00",",,0,2400",,,"34",",,0","18",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-16","0.00",",,0,2400",,,"28",",,0","11",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-17","0.00","T,,0,2400",,,"21",",,0","10",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-18","0.00","T,,0,2400",,,"21",",,0","12",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-19","0.00","T,,0,2400",,,"20",",,0","13",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-20","0.00","T,,0,2400",,,"21",",,0","9",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-21","0.00","T,,0,2400",,,"25",",,0","12",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-22","0.00","T,,0,2400",,,"26",",,0","11",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-23","0.00","T,,0,2400",,,"17",",,0","2",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-24","0.00","T,,0,2400",,,"4",",,0","-8",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-25","0.00","T,,0,2400",,,"3",",,0","-7",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-26","0.00",",,0,2400",,,"-3",",,0","-13",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-27","0.00",",,0,2400",,,"-5",",,0","-16",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-28","0.00","T,,0,2400",,,"41",",,0","-12",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-29","0.68",",,0,2400",,,"43",",,0","23",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-30","0.00","T,,0,2400",,,"34",",,0","23",",,0"
"USW00025331","PALMER AIRPORT, AK US","2003-12-31","0.00","T,,0,2400",,,"30",",,0","9",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-01","0.00",",,0,2400",,,"13",",,0","-4",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-02","0.00",",,0,2400",,,"5",",,0","-7",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-03","0.00",",,0,2400",,,"33",",,0","-4",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-04","0.00",",,0,2400",,,"7",",,0","-3",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-05","0.00",",,0,2400",,,"7",",,0","-4",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-06","0.00","T,,0,2400",,,"25",",,0","-7",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-07","0.00","T,,0,2400",,,"17",",,0","0",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-08","0.00","T,,0,2400",,,"14",",,0","-7",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-09","0.00","T,,0,2400",,,"25",",,0","10",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-10","0.00","T,,0,2400",,,"27",",,0","16",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-11","0.00",",,0,2400",,,"20",",,0","13",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-12","0.00","T,,0,2400",,,"14",",,0","2",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-13","0.00","T,,0,2400",,,"2",",,0","-8",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-14","0.00","T,,0,2400",,,"7",",,0","-7",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-15","0.00",",,0,2400",,,"-3",",,0","-17",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-16","0.00",",,0,2400",,,"-8",",,0","-20",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-17","0.00",",,0,2400",,,"-9",",,0","-24",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-18","0.00",",,0,2400",,,"-8",",,0","-24",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-19","0.00","T,,0,2400",,,"7",",,0","-24",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-20","0.00",",,0,2400",,,"26",",,0","7",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-21","0.00",",,0,2400",,,"42",",,0","10",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-22","0.00","T,,0,2400",,,"31",",,0","24",",,0"
"USW00025331","PALMER AIRPORT, AK US","2004-01-23","0.00",",,0,2400",,,"26",",,0","8",",,0"
